id,DAESU,DAE,DAE_NM,NAME,NAME_HAN,JA,HO,BIRTH,BON,POSI,HAK,HOBBY,BOOK,SANG,DEAD,PARTY,vector,URL
35,21,"제20대국회의원(경기도 성남시분당구을) 정당_7
제21대국회의원(경기성남시분당구을) 정당_7
",21대의원,김병욱,金炳旭,,,1965년 04월 15일,,,"배정고등학교
한양대학교 법학 학사
고려대학교 대학원 경영학 석사, 박사

2016 전국증권유관기관노조협의회 의장
      성남정책포럼 공동대표
      가천대학교 경영대학 경영학과 겸임교수
2018~ 더불어민주당 혁신성장추진위원회",,,,    년   월   일,더불어민주당,"[8.4312437589545, -30.246115177054154, -40.08452364005541, 18.30121906406001, 0.25288351109153345, -24.44263401131881, 22.312074531881432, 26.077996805655328, 65.19284962578824, 1.5172804228883041, 34.27708681269696, 20.97497617520784, -29.55577526368593, 34.97896846984562, 16.77861663517199, 8.52806964422527, -4.589548813669305, 49.01650618201808, 51.63113835485358, 7.970655742946424, 8.118274841245851, -0.5297427363144724, 21.777714612107527, -8.196025029985528, 26.225884677108965, 75.28508941073167, 22.54627398390519, -11.103797787616127, -115.58716568775867, 4.075410692817287, -39.145255522477, 29.418821251517848, 0.43368240720347356, 10.552325071033678, -22.695417111798335, -13.622934119575902, -9.067357862748597, 27.38029006136091, -30.572219989676224, -46.27818235372242, 5.483340036743566, 33.627934901714326, -16.202900348086107, -8.779092844410947, -13.677862314989692, 31.346648916947213, 39.045584016097216, -4.399184370040894, 39.198349274334156, -2.2773387309124593, 34.63283229049883, -16.541639055954782, 75.07004591289319, 31.70203580341841, -28.704332058053268, -53.3781525717911, 48.98027454200544, -27.642233604506444, -12.089634118456589, 12.301971180564479, -27.204502944946288, 14.502144845912332, 53.50727504454161, -36.19308020993283, -12.948834437822041, 9.067419869774266, 28.891716286759628, -23.670256581306457, -30.410553965521487, -20.988379032423623, -9.130149020772231, -18.771070034378454, 59.47727731704712, 17.111278277070898, 32.73423170792429, -36.00008718590988, -17.062646028619064, -19.29270932348151, 24.38883232066506, -1.9817769970391925, -7.140429064066787, 44.59017841088144, 24.064755862135637, -28.676329968226582, -3.8361447237667283, -29.93991952776909, 50.4648907684025, -33.77413722954298, -9.881904949389005, 11.348566927407918, -49.87465444903625, -3.930711502464194, 21.63593354275352, 5.664592949716669, -49.75476672210191, 29.39154618664792, -62.23020644840441, 13.674532745009975, -15.700496931327017, -3.3660894567088078]",http://watch.peoplepower21.org/files/attach/images/461/897/001/6d62e2fc1bd999295a7f95f9b7beede9.png
36,21,제21대국회의원(비례대표) 정당_7,21대의원,김병주,金柄周,,,1962년 02월 07일,,,"강릉고등학교
육군사관학교 철학과 학사
전남대학교 경영대학원 경영학 석사
서울사이버대학교 대학원 상담심리학 석사
경기대학교 정치전문대학원 국제정치학 박사

2013. 대한민국 육군 준장
2013~ 한미연합군사령부 부사령관 보좌관
      대한민국 합동참모본부 합동화력과장
      대한민국 육군 제2포병여단 여단장
      대한민국 합동참모본부 전략기획차장
      대한민국 육군 소장
2013. 대한민국 육군 제30기계화보병사단 사단장
2014. 대한민국 육군 미사일 사령부 사령관
2015. 대한민국 육군 중장
2015. 제42대 대한민국 육군 제3군단 군단장
2017. 대한민국 육군 대장
2017. 한미연합군사령부 부사령관",,2019. 시크릿 손자병법,"2008. 미국 Meritorious Sarvice Medal
2012. 대통령 표창
2015. 보국훈장 천수장
2019. 미국 훈공장
2019. 보국훈장통일장
2019. 대한불교조게종 불자대상",    년   월   일,더불어민주당,"[21.642945607503254, -42.27721567507143, -20.458230124579536, 45.121361079039396, 1.0398913975115176, -34.689498000674774, -6.51781341764662, 35.60746814144982, 65.9287775821156, 9.536662914134839, 24.448665415799177, -21.811699328599154, -35.42397880554199, 30.04024028778076, 38.27610066643468, -12.509668367880362, -18.180667400360107, 36.537725669366345, 63.36724673377143, -16.085347776059752, 5.6133002528437865, 12.811649234206588, 23.70881335823624, -46.08019633204849, -31.056933924003882, 84.85510857899983, 50.18779256608751, -32.70776261223687, -213.2932889726427, -12.280546921270865, -50.704028341505264, 20.257287555270725, -63.93983957502577, 15.28948994036074, -53.438652497750745, -4.234645647031289, 2.9924154016706677, 34.38166202880718, -35.617195968274714, -66.76696288144147, 28.28542066503454, 10.784283655661124, -36.31028476467839, -24.804807203787345, -62.203577836354576, 24.975286254176385, 53.280702944155095, -13.880998470165112, -13.081892137174252, 39.94695351300416, 61.36118487958555, -6.966113161157678, 70.02322514851888, 79.41415449425027, -22.251784761746723, -72.08250257703993, 54.10322359976945, -23.886591151908593, -46.490318086412216, 7.463736357512297, -64.7733246838605, 53.58370727962918, 9.347804919437126, -78.43330422154179, 1.999398116712217, -29.06182857795998, 75.71477810100272, -55.12968736224704, -33.86973065800137, -33.63066960705651, -1.6119874759956643, -17.98459843352989, 81.40086011533384, 34.658025635613335, 29.132166041268242, -26.724551130224157, -67.3215467400021, -11.282425465407195, -2.5888416413907653, -28.856058085406268, -2.9283131007794982, 84.96991791548552, 44.41359187055517, -58.880153293962834, -13.008985651863945, -38.924002508322395, 63.96953694025675, -5.259879483116998, -5.299017226254499, -17.99473080811677, -58.49306528656571, -21.986898280956126, 33.3798514118901, -16.503288357346147, -61.80878074080856, 11.88920134085196, -81.68469176469026, 46.272628475118566, -21.604681332906086, -0.08811888871369539]",http://watch.peoplepower21.org/files/attach/images/461/088/002/d7fb6f94fa25e38eb685f809ca24ed30.png
37,21,"제19대국회의원(대구 서구) 정당_66
제20대국회의원(대구 서구) 정당_66
제21대국회의원(대구 서구) 정당_74

",21대의원,김상훈,金相勳,,,1963년 01월 25일,,,"대건고등학교 
영남대학교 법학과 학사 
서울대학교 행정대학원 행정학 중퇴
미국 오래곤대학교 행정대학원 행정학석사	

대구시 경제통상국장
대구시 기업지원본부 본부장
대구시 경제산업국장",,,,    년   월   일,국민의힘,"[1.3029415156390216, -14.066941920701447, -53.04582410030537, 12.331252914291245, 16.763213935199083, -32.53097819208025, 36.7503881196718, 42.999602038581095, 62.86756235636301, -3.8139152140230745, 21.82443013975212, 27.181864971513146, -25.423422611511505, 37.48570080114914, 13.734951152457848, 15.696106285662264, -6.244380323736517, 63.823479291555046, 47.38772652385471, 20.678146134625685, 10.315696574009216, 9.556805834039912, 25.752893153611605, 4.372796299758258, 53.147767573326554, 75.03775419576748, 21.197011164716773, 16.88889352265779, -83.40601810376656, 22.462465052132135, -26.477492565507287, 26.130293990040684, 14.582966669185742, 0.9256055097322207, -25.852868975819767, -7.8248512873778475, -11.727466890403816, 23.052277867589986, -40.01072469273129, -38.31063403739586, 7.378804478559408, 42.31587237388164, -9.026749771994513, -16.644487565702146, -1.2856511715296153, 21.44386076175415, 26.956125669651204, 2.9729752690942437, 41.64155706414231, -9.322687066353119, 36.270028652371586, -33.12021582191055, 77.29143394006265, 6.513341030559024, -25.953128645011972, -30.546166321178813, 34.93709725356317, -18.084744917379844, 10.92030902381416, -3.5567075475916132, -10.25578676472913, 1.829366636705828, 66.06671432009688, -43.049307159475376, -7.388322153069952, 4.755790100441323, 19.327072359420157, -22.38200902079677, -26.091368175640298, -10.600217592608821, 0.06468909817772943, -12.48143902286753, 62.24408515723976, 7.008887842968777, 43.351065212541876, -28.78524284534626, -0.7037291333482072, -24.21234859861769, 28.46293681591481, -2.3590585108812863, 0.17018975653089918, 45.56556088645179, 21.441348494710148, -27.622320898481316, -7.447987131707303, -22.004830829195075, 33.70047226897231, -36.26769342239913, -26.33916869679013, 21.41421572045163, -43.3538190330471, 7.608023341711577, 23.835718368624782, 13.755569863963771, -34.61799214391021, 17.988567919344515, -46.41680242134644, 0.9398619666829839, -26.953072751964534, -22.313669924263483]",http://watch.peoplepower21.org/files/attach/images/461/928/001/aac1cfa813444de76d34ae89a85a71ee.png
38,21,"제18대국회의원(비례대표) 정당_41
제19대국회의원(경기 부천소사) 정당_45
제20대국회의원(경기 부천소사) 정당_7
제21대국회의원(경기부천시병) 정당_7
",21대의원,김상희,金相姬,,,1954년 05월 18일,,충남 공주,"· 공주사범대학교 부속 고등학교
· 이화여자대학교 약학과 (학사)
· 여성평우회 창립 멤버·운영위원
· 한국여성민우회 상임대표
· 서울시 여성위원회 위원
· 환경부 민간환경 정책위원회 위원
· 여성환경연대 으뜸지기(공동대표)
· 시민사회단체연대회의 공동운영위원장
· 2002 대선 유권자연대 공동집행위원
· 대통령자문 지속가능발전위원회 위원장
· 국가에너지위원회 위원
· 대통합민주신당 최고위원
· 통합민주당 최고의원
· 제18대 국회 환경노동위원회, 여성위원회, 교육과학기술위원회 위원
· 민주당 당무위원
· 민주당 부천소사구지역위원회 위원장
· 제19대 국회 전반기 여성가족위원회 위원장",,,"제8회 한국시민운동상, 국민훈장 동백장
국민훈장동백장
우수 국회의원연구단체 시상식 우수상",    년   월   일,더불어민주당,"[33.994039075564494, -42.3020797461535, -46.04238085831161, 21.58985964808844, 5.885826954799416, -22.071026852700562, 25.34854320983971, 37.527995698219904, 70.80664098216633, 23.20896816543773, 28.767778454628665, 21.115334937002807, -35.670347082931386, 44.64906715502781, 24.4662023012617, 1.2465491252662861, -9.787414653111348, 36.19711357618855, 72.13234386190904, -21.482631474469617, 5.4814213461580525, 30.83073403719252, 15.987677871653464, -18.892457341725848, 22.533453413870483, 101.97985148693608, 42.34402928310158, -11.253568066959888, -153.88615058797652, 12.281558747840139, -34.416017552392674, 24.81507051624028, -10.335895542549876, 8.244395885847311, -34.78813451792286, 3.2289112749616655, -1.7817132262002051, 33.872971048397304, -41.47472024596898, -66.38820748835538, 31.0139523016668, 17.747183802908502, -44.878783188035, 12.98057279333604, -18.55451333865655, 24.780393963366482, 44.01612115644776, -11.455573647423128, 54.17184863153812, 6.315014138685918, 46.25224081815872, -24.024618483222692, 85.8192805315541, 64.21941244285719, -15.45012270929539, -75.97729667309112, 66.1708706459113, -35.61192788592482, -19.75726765868938, 29.097798264132138, -40.880872547099024, 20.80816145702801, 59.43754056597178, -35.348729614662915, 2.588560830175349, 11.06373417271977, 47.259572475357395, -31.394233631876716, -39.47678641091406, -22.877467110093715, -36.96783232055934, -11.731442741588154, 69.44350922002202, 23.690714549174352, 34.04152259995452, -49.95302818728759, -22.011382951673152, -5.283779633783661, 13.960433078023184, -10.910100706910665, -7.26794035244832, 66.50052590074792, 25.210847503316085, -53.552725454347325, -10.280629285405167, -52.57317694151296, 49.32055727992437, -47.853476523825556, -11.856377271424353, -1.0931952115708747, -65.27317972520811, 13.911119781764208, 7.767557310847055, -21.13802443141431, -78.70095483233443, 12.717771547030559, -82.66849673849292, 35.85673138525634, -10.5596622091479, 7.940027039662927]",http://watch.peoplepower21.org/files/attach/images/461/836/001/22fc81d17e480419e35a7adfd5936fe6.png
39,21,"제20대국회의원(경상북도 경주시) 정당_66
제21대국회의원(경북 경주시) 정당_74
",21대의원,김석기,金碩基,,,1954년 08월 06일,,,"용인대학교 정치학 명예박사
동국대학교 행정대학원 경찰행정학 석사
영남대학교 행정학 학사
대륜고등학교

2020.07 ~ 제21대 국회 전반기 외교통일위원회 간사
2020.07 ~ 미래통합당 재외동포위원회 위원장
2020.06 ~ 미래통합당 경상북도당 경주시 당원협의회 운영위원장
2020.02 ~ 미래통합당 지방자치위원회 위원장
2019.07 제20대 국회 예산결산특별위원회 위원
2019.03 ~ 2020.02 자유한국당 지방자치위원회 위원장
2018.10 제20대 국회 에너지 특별위원회 위원
2018.07 자유한국당 비상대책위원회 전략기획부총장
2018.07 제20대 국회 후반기 국토교통위원회 위원
2018.03 ~ 2018.08 자유한국당 경상북도당 위원장
2017.12 자유한국당 정책위원회 부의장
2017.07 자유한국당 재외동포위원장
2017.03 자유한국당 중앙연수원장
2016.07 국회 한일의원연맹 상임간사
2016.06 제20대 국회 전반기 교육문화체육관광위원회 위원
2014.12 ~  한국항공보안학회 회장
2013.10 ~ 2015.12 한국공항공사 사장
2011.02 ~ 2011 주오사카 총영사관 총영사
2009.05 ~ 2011 한국자유총연맹 부총재
2008.07 ~ 2009.02 서울지방경찰청 청장
2008.03 ~ 2008.07 경찰청 차장
2006.12 ~ 2008.03 경찰종합학교 교장
2006.02 ~ 2006.12 대구지방경찰청 청장
2004 ~ 2006.02 경북지방경찰청 청장
2004 경찰청 경무기획국 국장
2003 ~ 2004 서울지방경찰청 경무부 부장
2000 경찰청 도쿄주재관
1999 ~ 2000 서울지방경찰청 방범지도과 과장
1998 ~ 1999 서울시 수서경찰서 서장
1998 ~ 1998 서울지방경찰청 외사과 과장
1997 ~ 1998 인천시 연수경찰서 서장
",,"엘리트 경찰에서 1등 CEO로
김석기의 길","2004 홍조근정 훈장
1999 제54주년 경찰의 날 근정포장
",    년   월   일,국민의힘,"[4.403408009430458, -24.442995379368465, -46.372533467651785, 16.65151275283304, 3.205165989440063, -27.606729017592023, 34.113924479518815, 26.15015512422241, 70.56164350249301, -6.695847934090543, 32.407190012692034, 20.211998504468763, -27.255460270519915, 32.77544787029425, 15.68292663871557, 11.692507704527214, -15.453151166439056, 54.84557053926347, 47.208380125034815, 14.625063473465799, 8.001951667276778, 4.073474553124658, 23.28324919664997, -2.5879957328240075, 39.63507678727994, 77.51337613884745, 31.453270268166204, -4.415173867653156, -100.82797243923548, 11.57657565399148, -24.443586536436932, 28.431578450161837, 6.55698456058557, 5.2583342143173875, -17.247209953765076, -13.941464548095547, -9.163381417421089, 30.48512662330578, -34.410975305513404, -47.821419444920004, 20.230103941912624, 36.25639299585902, -9.553401043531538, -16.893180677260474, -9.501823845351565, 30.293001712053673, 27.748307310301684, -5.36168114344279, 31.602834759087397, -5.08262514931032, 37.04351209258211, -30.53134750737541, 80.41683293622116, 15.341979956147314, -26.94778495718693, -40.8679090461683, 38.87470282734125, -21.078937999818518, -4.1571875173470065, -0.3470306660252056, -17.688637337465394, 3.3501596598960885, 56.08161074659605, -40.09048414778435, -8.515461488530553, 3.1471770551355407, 28.397531715960337, -22.056523764270477, -25.794521215489542, -18.05112661950119, -3.56611294307928, -9.115275658238893, 59.53661635689352, 10.277191066878965, 49.89736405357547, -33.66938582850599, -15.210852824750988, -21.438479070177024, 37.44505812450387, 2.4988955334685317, -2.4946807327348437, 47.242213202619006, 17.9346138153268, -23.43250466540627, -2.782242093021157, -22.74717123029304, 38.28831069325579, -28.623299191266984, -13.383721162747035, 17.65514916883803, -44.35422927723534, 12.298327848914711, 22.23447322537159, 6.380982943478672, -44.452679232448, 18.936201176081582, -46.96591973030704, 2.2702222572660995, -23.9902125398318, -12.462812609713653]",http://watch.peoplepower21.org/files/attach/images/461/897/001/7b267ad00545ad4c654e12ccd62738a4.png
40,21,제21대국회의원(경기여주시양평군) 정당_74,21대의원,김선교,金善敎,,,1960년 09월 18일,,,"고려대학교 정책대학원 졸업(경제학 석사)

전)양평군수 3선",,,,    년   월   일,국민의힘,"[14.410122512299338, -19.4417773131971, -46.2382780438588, 19.334974099088598, -1.1992930895016518, -22.04073549199987, 33.65887420118591, 31.955701731973225, 66.72546647801812, -3.3608704599333397, 49.284933966619, 7.856314594362989, -25.079901498041036, 32.13671174387873, 26.588922750802688, -0.06653518882798559, -24.73921114132728, 61.585519725893754, 57.778764873375124, 17.44068204620738, 22.989788850148518, -7.305766912154209, 18.916130230750568, -9.350036451845993, 41.69418494495345, 77.32793281990804, 39.34608103022163, 0.9849927631425269, -103.90752956013621, 1.7984001754242698, -26.81519776067616, 27.812573815569465, 5.258541085653835, 5.854326176054684, -11.99326311511758, -13.812918054652803, -6.003909879260593, 29.30574122770333, -34.25654811329312, -43.59424082879667, 11.145428327866542, 37.26628761232635, -17.601531906628313, -21.72076475473098, -1.0448893867892983, 20.55643636797681, 32.17679223896545, -5.026076584686468, 43.32887155332683, 3.198363232023922, 37.714331476776685, -29.01499127752987, 76.80443283363626, 15.94550978107217, -11.474906231886076, -37.18764902044226, 36.4499067671505, -20.99879542177106, 1.925096079155251, -0.46704582078957263, -27.728866583035316, -6.0323781849425515, 65.207284014902, -33.83743504168075, -16.912546357990784, -13.126490457558338, 36.095268099396314, -30.321517820711488, -26.744808036971975, -34.48571438406721, -2.246738600142208, 3.102023469813076, 73.64126257248867, 14.516978893750979, 53.90430125778104, -42.82506716692889, -28.9062913376608, -20.456110698205453, 42.45667702180368, -5.309690242932167, -0.13463121873361092, 52.71403729474103, 38.536734689900904, -11.987315592942414, -1.535075741417614, -15.480272226863438, 40.1115840493161, -17.653406439004122, -10.043967138102024, 11.67520202236411, -42.837351775463716, 19.001239758950693, 23.0475000731739, 13.281715981754257, -61.864118932205955, 8.850303932472512, -41.75329406173141, 10.63926958154749, -11.075509168483594, -11.440225295078607]",http://watch.peoplepower21.org/files/attach/images/461/836/001/1ca8667d9a93801ca896ce0109db1275.png
41,21,"제20대국회의원(경기도 동두천시연천군) 정당_66
제21대국회의원(경기동두천시연천군) 정당_74",21대의원,김성원,金成願,,,1973년 10월 15일,,,"고려대학교 대학원 졸업(공학박사)

미래통합당 원내수석부대표(21대 전반기)",,,,    년   월   일,국민의힘,"[13.646038709067497, -7.055819640139572, -48.110502302897075, 24.335750992558584, 9.887763995583319, -27.016716167706402, 26.256636044057476, 37.673473812952764, 69.30226675076645, -5.029811477586001, 32.14617388989745, 24.311394247688167, -28.311552344250078, 27.074229447781537, 15.930024239696374, 13.191820767872473, -7.820905988707262, 53.29299379597191, 54.19934545194401, 16.375925841451693, 11.6906555771139, -3.7095552788061252, 30.212636765311746, 0.13756975456446158, 40.15166739581012, 83.83948584464417, 22.38731061660943, -1.9687339267810853, -121.78265503775172, 19.785568801294854, -21.158619361139145, 36.83123814959486, 5.085624511126711, -4.169048414510839, -34.22061184699796, -14.532934620726008, -5.407680519989559, 32.99759676150915, -45.05695397913957, -47.58444006753569, 8.704939320307819, 43.02254781051844, -17.06123990997547, -8.775104335376195, -14.072919938744617, 25.005436776065025, 37.60032052953704, 2.5540657564371574, 37.63132477908575, -4.925807424954006, 45.62153365131186, -30.99621597959214, 91.11571127226372, 16.73743384826083, -29.685976003648854, -52.26812449736254, 46.98194089031019, -11.701474447961616, -2.2434469115834275, -2.0513353067285873, -19.555502567972457, 2.844745291506543, 67.3310814537421, -43.125341400128455, -15.303370906525299, -13.866403261903955, 27.383743782003386, -29.965917009265482, -10.590865883130988, -33.789658732743575, -9.327521421328312, -23.4816171754809, 56.509841130561185, 4.897030597975274, 41.20576810386, -44.332200605328346, -5.769356453118204, -15.48764195462235, 44.570676188509005, -3.9008743302160953, 1.3381277394300999, 49.30596089463274, 32.40302560847847, -20.034403895630557, -4.046603037404413, -14.55682980278585, 44.90665296746903, -19.328217605833245, -13.50465619895889, 14.396894092319393, -41.70067266456219, 4.431552762243928, 24.087088395066623, 3.3205863455263507, -52.372536032139756, 13.968335371057526, -58.11571083449516, 8.45122567545466, -27.78656203856989, -11.539976386462941]",http://watch.peoplepower21.org/files/attach/images/461/836/001/a60abeec045b8e067276cbb1716648a0.png
42,21,"제19대국회의원(전북 전주시덕진구) 정당_45
제21대국회의원(전북전주시병) 정당_7",21대의원,김성주,金成柱,,,1964년 04월 10일,,,"전주풍남초등학교 
전라중학교 
전주고등학교 
서울대학교 인문대학 국사학과	

전주대학교 겸임교수
시민행동21 감사
뉴미디어 센터 소장
민주평화통일자문회의 자문위원
사회적기업지원을위한전북네트워크 공동대표
전라북도지역협신협의회 미래전략선업분과 위원
노무현 대통령을 만드는 국민참여운동 전북본부 사무처 처장
제8대 전라북도의회 의원
제8대 전라북도의회 운영위원회 위원
제8대 전라북도의회 교육복지위원회 간사
제8대 전라북도의회 예산결산특별위원회 간사
제8대 전라북도의회 산업경제위원회 위원
민주당 전라북도당 정책실장
제9대 전라북도의회 의원
제9대 전라북도의회 환경복지위원회 위원장
민주통합당 전주시 덕진구 지역위원회 위원장
제19대국회 보건복지위원회 위원",,,"전국시도의회의장협의회 우수의정활동사례공모 우수상
국정감사NGO모니터단 국정감사 우수 국회의원",    년   월   일,더불어민주당,"[26.70551456917416, -33.55392659455538, -58.12976321442561, 37.1260661018843, 14.24203503199599, -15.743122589520432, 27.59468570622531, 42.37561714175072, 72.94914934242314, 7.802867699583823, 33.555846907537095, 17.377445459365845, -27.596419727260415, 16.646219139749352, 18.831830448047683, 3.067028382285075, -7.627833423289386, 48.450904357162386, 38.54086342792619, 3.5141447633504868, 10.58178848400712, 29.660064886916768, 30.00493459945375, -28.28432677008889, 48.817290143533185, 90.68353898823261, 57.53421280329878, -24.170439729636367, -142.2428082607009, 8.802166850729423, -18.07889278436249, 12.356616343286904, -2.502514225346121, -3.9895132678476246, -44.9806732501496, -19.266383563930336, -24.895358399572697, 23.830951426686212, -50.92996384474364, -45.36518224261024, 23.607773555950686, 18.033105447549712, -41.484022721648216, -7.563852773471312, -15.62381959232417, 23.140569564971056, 24.31568189642646, -15.803074739196084, 47.502695842222735, -6.560961921784011, 33.4192193407904, -21.436704204841092, 79.30589463358575, 41.55723925696855, -18.737635774368588, -65.1095058647069, 63.24144544520161, -20.517904412340034, -6.027355961840261, 2.892877190627835, -41.89227892187509, 23.32147123596885, 67.09491434219208, -44.94721570848064, -11.586509559642185, -5.035557646643031, 43.74257202785123, -20.669667998498138, -30.8225158368322, -17.386087290265344, -28.433990608562123, -22.891606888987802, 82.7353343828158, 1.6903670328584584, 36.825667491013355, -35.21362602439794, -30.84646816280755, -1.0219091339544817, 10.799906641922213, -8.087911831045693, -2.4065912223675032, 67.57120075280017, 15.124929739500988, -57.10117847540162, 8.595598633993756, -25.631490819494832, 41.6088449223475, -40.66701739247549, -20.56110165877776, 7.157024378803643, -69.59052326191555, -16.796723654324357, 27.807132960720494, -3.6252280554988165, -68.57722495089878, 10.324226829138668, -89.63827919214964, 29.868511683561586, -11.819291138513522, 12.876344569704749]",http://watch.peoplepower21.org/files/attach/images/461/965/001/ee0fb9e869ba9a6e35bee1225723778c.png
43,21,"제20대 국회의원(노원구병)정당_7
제21대 국회의원(서울노원구병) 정당_7",21대의원,김성환,金星煥,,,1965년 10월 15일,,,"한성고등학교
연세대학교 법학 학사
연세대학교 행정대학원 도시 석사

노원구의회 의원
서울특별시의회 의원
대통령직 인수위원회 보건복지 전문위원
대통령비서실 정책조정비서실 행정관
대통령비서실 정책조정비서관
한국미래발전연구원 기획실장
제9대 서울특별시 노원구 구청장
제10대 서울특별시 노원구 구청장
제20대 국회의원 (서울 노원구병/더불어민주당)
제20대 국회 후반기 산업통상자원중소벤처기업위원회 위원
더불어민주당 당대표 비서실장

",천주교,,,    년   월   일,더불어민주당,"[8.853627620204803, 7.554893151406319, -65.13923068584934, -3.8871005302475345, 9.808329111145389, -32.02596161442418, 4.917679833789026, 67.29415709357107, 83.73327690555203, -8.620328275907424, 72.64445161434912, 9.684234496085875, -0.6364643477624462, 51.28022615371212, 30.72041861088045, 43.08073088622862, -0.15219934525028353, 122.84376622784522, 125.91683376219964, 5.202839689870035, 9.666281476136177, -38.53075696576026, 6.626482767443503, -1.1260980040796342, 50.84269072548036, 107.7159899396281, 30.15655510271749, -11.852389058759135, -141.88596477816182, -66.80480525955078, -67.07399609108126, 80.651310559242, 19.511574481764146, -13.483804823890809, -9.098978953976784, -18.860857566277826, -30.114978567246467, 46.07184420381823, -57.030714734908074, -104.02326583093212, 24.137809795718038, 30.299681240512477, -54.50484654211229, 0.35332465940906155, -22.619855196245254, 49.99374465019472, 70.39939526588687, -1.3808427337677247, 57.2492453898153, 0.18520544613561324, 60.052650451660156, -61.39497004785845, 112.03938641086701, 9.38503457653907, -1.4496749601056498, -71.37769081515651, 55.68469428727704, -61.50491910019228, 5.182543700741183, 32.87496644450772, -15.115305262227212, 53.15582502657367, 59.106959304501935, -10.332736938230452, -33.95113529120722, 2.3334843420213267, 24.457156179412717, -63.69631689210092, -48.20972695321806, -73.28782979326863, -1.8484930223034275, -16.992252022989334, 115.31629986147726, -1.2574640550921041, 138.30571557629494, -32.77897201430413, -6.943208686767086, -38.16556113766086, 7.106642284700947, -13.034139294778146, -40.29618870827459, 71.81069579432088, 88.62163389305914, -51.72291700686178, 25.738043173666924, -28.6626378374715, 44.38714619028953, -61.48315874318923, 35.67965246400526, 32.622829421874016, -62.737014091783955, -1.3318376733410744, -43.774675084698586, -10.02455734822058, -83.6097894541679, 35.988871574401855, -49.60789254403883, 76.30018451136928, -39.12673560650118, -43.29570499543221]",http://watch.peoplepower21.org/files/attach/images/461/038/002/49f2e0c00f2c1393b3911fb7c625d594.png
44,21,제21대국회의원(전북익산시갑) 정당_7,21대의원,김수흥,金洙興,,,1961년 04월 29일,,,"성균관대학교 국정관리대학원 행정학과 졸업(행정학 박사)

전)국회사무처 사무차장
전)국회예산결산특별위원회 수석전문위원

",,,,    년   월   일,더불어민주당,"[6.502620015755173, -40.471466836357905, -48.14483962054095, 23.0594763282902, -9.599666202363888, -30.431511890543394, 39.70251475705588, 45.75538625685144, 83.37767124151395, -8.48570131910734, 36.55653717670559, 25.018037275834516, -25.731343138316447, 30.83029492556556, 21.231665938846337, 15.798286161762624, 7.922013607892123, 50.72671246971966, 61.90161641028302, 22.295574137001985, 3.7885173246695483, -0.45316549470601986, 1.8560878875827, -3.596387976457265, 18.061098817705123, 87.5354815975201, 53.25242496423485, -17.283598618073896, -119.6306304153332, -15.964337080963388, -42.89315705346174, 35.61861415786191, 1.0014378503580723, 13.73769825401385, -9.862176690342999, -17.074990102451697, -9.478764086469146, 27.010152260996094, -30.158552442700408, -49.39206962004181, 9.268024613295704, 29.326158093026848, -26.308621991518116, -27.511616206366167, -23.321259751300182, 35.4607094733183, 37.768986853193645, -13.142607155910207, 42.832387437997774, -10.422731576625965, 38.125785025683314, -10.226396866573776, 96.34810835172323, 25.745513927345435, -26.996084887626743, -60.57261357733533, 44.812520732071775, -42.556374484349874, -4.87026617448192, 8.532340865489864, -40.6233376136496, 17.813950285069215, 60.20248510645441, -43.06588769402386, -28.202868008662847, 7.018672086236891, 25.313860166171366, -12.491762072586816, -32.07033618324059, -8.062023552950503, -9.981515881443812, -26.89816196792382, 69.11902757420027, 4.4164012717314005, 36.00590204355145, -24.55209002514516, -16.936207777705075, -11.288901006879886, 18.729041821207883, -4.054993050650132, -13.009869247782698, 29.355932906639477, 35.50908329651868, -49.5797357445906, -7.363384296825109, -43.709579373840704, 49.018351218424556, -40.541438589411335, -12.106536382054987, 7.216427337532201, -62.156905286568254, -2.5038115228256905, 22.74696152811208, 21.15837573857347, -45.326245833034356, 42.09605676477606, -75.58072187486759, 17.80455443632504, -14.213831358458386, -7.169011897784619]",http://watch.peoplepower21.org/files/attach/images/461/965/001/8a761d3a8ef21ebd8ce334d7825ca8b5.png
